GISLINK,FOLIO,PID,LEGAL_TYPE,UNIT,HOUSE,STREET,taxyear,assess_abbreviation,assess_type,land_gross,land_net,impr_gross,impr_net,Exemption,ObjectId
017-727-910,10719051,017-727-910,STRATA,E,488,BAY ST,2025,Business,SCHOOL,475000,475000,64400,54400,10000,224
017-727-928,10719052,017-727-928,STRATA,D,488,BAY ST,2025,Business,GENERAL,505000,505000,64400,54400,10000,225
017-727-928,10719052,017-727-928,STRATA,D,488,BAY ST,2025,Business,SCHOOL,505000,505000,64400,54400,10000,226
017-727-936,10719053,017-727-936,STRATA,C,488,BAY ST,2025,Business,GENERAL,509000,509000,64400,54400,10000,227
017-727-936,10719053,017-727-936,STRATA,C,488,BAY ST,2025,Business,SCHOOL,509000,509000,64400,54400,10000,228
017-727-944,10719054,017-727-944,STRATA,B,488,BAY ST,2025,Business,GENERAL,771000,771000,118000,108000,10000,229
017-727-944,10719054,017-727-944,STRATA,B,488,BAY ST,2025,Business,SCHOOL,771000,771000,118000,108000,10000,230
017-727-952,10719055,017-727-952,STRATA,A,488,BAY ST,2025,Business,GENERAL,1202000,1202000,184000,174000,10000,231
017-727-952,10719055,017-727-952,STRATA,A,488,BAY ST,2025,Business,SCHOOL,1202000,1202000,184000,174000,10000,232
000-160-741,10720001,000-160-741,STRATA,,2647,TURNER ST,2025,Business,GENERAL,527000,527000,26300,16300,10000,233
000-160-741,10720001,000-160-741,STRATA,,2647,TURNER ST,2025,Business,SCHOOL,527000,527000,26300,16300,10000,234
000-160-750,10720002,000-160-750,STRATA,,2643,TURNER ST,2025,Business,GENERAL,567000,567000,28700,18700,10000,235
000-160-750,10720002,000-160-750,STRATA,,2643,TURNER ST,2025,Business,SCHOOL,567000,567000,28700,18700,10000,236
000-160-768,10720003,000-160-768,STRATA,,2639,TURNER ST,2025,Business,GENERAL,549000,549000,26400,16400,10000,237
000-160-768,10720003,000-160-768,STRATA,,2639,TURNER ST,2025,Business,SCHOOL,549000,549000,26400,16400,10000,238
000-160-776,10720004,000-160-776,STRATA,,2635,TURNER ST,2025,Business,GENERAL,546000,546000,25100,15100,10000,239
000-160-776,10720004,000-160-776,STRATA,,2635,TURNER ST,2025,Business,SCHOOL,546000,546000,25100,15100,10000,240
10720005,10720005,003-593-321,LAND,,411,HILLSIDE AVE,2025,Business,GENERAL,2331000,2331000,2183000,2173000,10000,241
10720005,10720005,003-593-321,LAND,,411,HILLSIDE AVE,2025,Business,SCHOOL,2331000,2331000,2183000,2173000,10000,242
10720009,10720009,005-550-092,LAND,,2612,BRIDGE ST,2025,Business,GENERAL,4491000,4491000,3931000,3921000,10000,243
10720009,10720009,005-550-092,LAND,,2612,BRIDGE ST,2025,Business,SCHOOL,4491000,4491000,3931000,3921000,10000,244
10720011,10720011,009-344-420,LAND,,412,JOHN ST,2025,Business,GENERAL,816000,816000,699000,689000,10000,245
10720011,10720011,009-344-420,LAND,,412,JOHN ST,2025,Business,SCHOOL,816000,816000,699000,689000,10000,246
10720016,10720016,000-004-804,LAND,,2615,TURNER ST,2025,Business,GENERAL,1713000,1713000,1500000,1490000,10000,247
10720016,10720016,000-004-804,LAND,,2615,TURNER ST,2025,Business,SCHOOL,1713000,1713000,1500000,1490000,10000,248
10720018,10720018,023-886-951,LAND,,444,JOHN ST,2025,Business,GENERAL,2023000,2023000,1295000,1285000,10000,249
10720018,10720018,023-886-951,LAND,,444,JOHN ST,2025,Business,SCHOOL,2023000,2023000,1295000,1285000,10000,250
10706012,10706012,003-622-819,LAND,,2504,GOVERNMENT ST,2025,Business,GENERAL,3522000,3522000,1854000,1844000,10000,251
10706012,10706012,003-622-819,LAND,,2504,GOVERNMENT ST,2025,Business,SCHOOL,3522000,3522000,1854000,1844000,10000,252
10706013,10706013,003-351-467,LAND,,2519,ROCK BAY AVE,2025,Business,GENERAL,4248000,4248000,15700,5700,10000,253
10706013,10706013,003-351-467,LAND,,2519,ROCK BAY AVE,2025,Business,SCHOOL,4248000,4248000,15700,5700,10000,254
10706014,10706014,002-689-791,LAND,,2515,ROCK BAY AVE,2025,Business,GENERAL,3355000,3355000,477000,467000,10000,255
10706014,10706014,002-689-791,LAND,,2515,ROCK BAY AVE,2025,Business,SCHOOL,3355000,3355000,477000,467000,10000,256
10706016,10706016,017-551-862,LAND,,2546,GOVERNMENT ST,2025,Business,GENERAL,7333000,7333000,12117000,12107000,10000,257
10706016,10706016,017-551-862,LAND,,2546,GOVERNMENT ST,2025,Business,SCHOOL,7333000,7333000,12117000,12107000,10000,258
V07061010,10706017,029-376-068,LAND,,607,JOHN ST,2025,Business,GENERAL,2966000,2966000,1938000,1928000,10000,259
V07061010,10706017,029-376-068,LAND,,607,JOHN ST,2025,Business,SCHOOL,2966000,2966000,1938000,1928000,10000,260
V07061011,10706018,032-248-938,LAND,,2520,GOVERNMENT ST,2025,Business,GENERAL,3171000,3171000,0,0,0,261
V07061011,10706018,032-248-938,LAND,,2520,GOVERNMENT ST,2025,Business,SCHOOL,3171000,3171000,0,0,0,262
10707006,10707006,007-436-629,LAND,,2620,GOVERNMENT ST,2025,Business,GENERAL,9153000,9153000,1205000,1195000,10000,263
10707006,10707006,007-436-629,LAND,,2620,GOVERNMENT ST,2025,Business,SCHOOL,9153000,9153000,1205000,1195000,10000,264
10707012,10707012,009-331-298,LAND,,638,JOHN ST,2025,Business,GENERAL,1224000,1224000,225000,215000,10000,265
10707012,10707012,009-331-298,LAND,,638,JOHN ST,2025,Business,SCHOOL,1224000,1224000,225000,215000,10000,266
10707013,10707013,003-948-315,LAND,,630,JOHN ST,2025,Business,GENERAL,1268000,1268000,667000,657000,10000,267
10707013,10707013,003-948-315,LAND,,630,JOHN ST,2025,Business,SCHOOL,1268000,1268000,667000,657000,10000,268
10707014,10707014,004-897-994,LAND,,622,JOHN ST,2025,Business,GENERAL,1224000,1224000,37000,27000,10000,269
10707014,10707014,004-897-994,LAND,,622,JOHN ST,2025,Business,SCHOOL,1224000,1224000,37000,27000,10000,270
10707017,10707017,005-816-688,LAND,,2655,ROCK BAY AVE,2025,Business,GENERAL,1224000,1224000,1280000,1270000,10000,271
10707017,10707017,005-816-688,LAND,,2655,ROCK BAY AVE,2025,Business,SCHOOL,1224000,1224000,1280000,1270000,10000,272
10707018,10707018,001-138-332,LAND,,602,JOHN ST,2025,Business,GENERAL,2463000,2463000,339000,329000,10000,273
10707018,10707018,001-138-332,LAND,,602,JOHN ST,2025,Business,SCHOOL,2463000,2463000,339000,329000,10000,274
026-284-081,10707030,026-284-081,STRATA,1,625,HILLSIDE AVE,2025,Business,GENERAL,428000,428000,157000,147000,10000,275
026-284-081,10707030,026-284-081,STRATA,1,625,HILLSIDE AVE,2025,Business,SCHOOL,428000,428000,157000,147000,10000,276
026-284-090,10707040,026-284-090,STRATA,2,625,HILLSIDE AVE,2025,Business,GENERAL,354000,354000,145000,135000,10000,277
026-284-090,10707040,026-284-090,STRATA,2,625,HILLSIDE AVE,2025,Business,SCHOOL,354000,354000,145000,135000,10000,278
026-284-103,10707050,026-284-103,STRATA,3,625,HILLSIDE AVE,2025,Business,GENERAL,399000,399000,145000,135000,10000,279
026-284-103,10707050,026-284-103,STRATA,3,625,HILLSIDE AVE,2025,Business,SCHOOL,399000,399000,145000,135000,10000,280
026-284-111,10707060,026-284-111,STRATA,4,625,HILLSIDE AVE,2025,Business,GENERAL,402000,402000,149000,139000,10000,281
026-284-111,10707060,026-284-111,STRATA,4,625,HILLSIDE AVE,2025,Business,SCHOOL,402000,402000,149000,139000,10000,282
026-284-120,10707070,026-284-120,STRATA,5,625,HILLSIDE AVE,2025,Business,GENERAL,390000,390000,137000,127000,10000,283
026-284-120,10707070,026-284-120,STRATA,5,625,HILLSIDE AVE,2025,Business,SCHOOL,390000,390000,137000,127000,10000,284
026-284-138,10707080,026-284-138,STRATA,6,625,HILLSIDE AVE,2025,Business,GENERAL,390000,390000,140000,130000,10000,285
026-284-138,10707080,026-284-138,STRATA,6,625,HILLSIDE AVE,2025,Business,SCHOOL,390000,390000,140000,130000,10000,286
026-284-146,10707090,026-284-146,STRATA,7,625,HILLSIDE AVE,2025,Business,GENERAL,401000,401000,150000,140000,10000,287
026-284-146,10707090,026-284-146,STRATA,7,625,HILLSIDE AVE,2025,Business,SCHOOL,401000,401000,150000,140000,10000,288
026-284-154,10707100,026-284-154,STRATA,8,625,HILLSIDE AVE,2025,Business,GENERAL,458000,458000,173000,163000,10000,289
026-284-154,10707100,026-284-154,STRATA,8,625,HILLSIDE AVE,2025,Business,SCHOOL,458000,458000,173000,163000,10000,290
10708001,10708001,007-883-951,LAND,,2725,ROCK BAY AVE,2025,Business,GENERAL,225000,225000,238000,228000,10000,291
10708001,10708001,007-883-951,LAND,,2725,ROCK BAY AVE,2025,Residential,GENERAL,399000,399000,421000,421000,0,292
10708001,10708001,007-883-951,LAND,,2725,ROCK BAY AVE,2025,Residential,SCHOOL,399000,399000,421000,421000,0,293
10708001,10708001,007-883-951,LAND,,2725,ROCK BAY AVE,2025,Business,SCHOOL,225000,225000,238000,228000,10000,294
10708002,10708002,007-866-534,LAND,,611,DAVID ST,2025,Business,GENERAL,281000,281000,191000,181000,10000,295
10708002,10708002,007-866-534,LAND,,611,DAVID ST,2025,Residential,GENERAL,534000,534000,365000,365000,0,296
10708002,10708002,007-866-534,LAND,,611,DAVID ST,2025,Business,SCHOOL,281000,281000,191000,181000,10000,297
10708002,10708002,007-866-534,LAND,,611,DAVID ST,2025,Residential,SCHOOL,534000,534000,365000,365000,0,298
10708004,10708004,005-052-581,LAND,,619,DAVID ST,2025,Business,GENERAL,1821000,1821000,1639000,1629000,10000,299
10708004,10708004,005-052-581,LAND,,619,DAVID ST,2025,Business,SCHOOL,1821000,1821000,1639000,1629000,10000,300
10713022,10713022,000-207-071,LAND,,540,JOHN ST,2025,Business,GENERAL,3260000,3260000,2809000,2799000,10000,301
10713022,10713022,000-207-071,LAND,,540,JOHN ST,2025,Business,SCHOOL,3260000,3260000,2809000,2799000,10000,302
V07131021,10713031,030-517-991,LAND,,2620,ROCK BAY AVE,2025,Business,GENERAL,1225000,1225000,142000,132000,10000,303
V07131021,10713031,030-517-991,LAND,,2620,ROCK BAY AVE,2025,Business,SCHOOL,1225000,1225000,142000,132000,10000,304
10714001,10714001,006-515-827,LAND,,2519,LUDGATE ST,2025,Business,GENERAL,535000,535000,154000,144000,10000,305
10714001,10714001,006-515-827,LAND,,2519,LUDGATE ST,2025,Business,SCHOOL,535000,535000,154000,144000,10000,306
10714002,10714002,005-968-917,LAND,,581,JOHN ST,2025,Residential,GENERAL,693000,693000,129000,129000,0,307
10714002,10714002,005-968-917,LAND,,581,JOHN ST,2025,Residential,SCHOOL,693000,693000,129000,129000,0,308
10714003,10714003,002-391-279,LAND,,585,JOHN ST,2025,Residential,GENERAL,530000,530000,156000,156000,0,309
10714003,10714003,002-391-279,LAND,,585,JOHN ST,2025,Residential,SCHOOL,530000,530000,156000,156000,0,310
10714007,10714007,009-331-662,LAND,,2520,ROCK BAY AVE,2025,Business,GENERAL,1020000,1020000,257000,247000,10000,311
10714007,10714007,009-331-662,LAND,,2520,ROCK BAY AVE,2025,Business,SCHOOL,1020000,1020000,257000,247000,10000,312
10714013,10714013,009-331-620,LAND,,568,BAY ST,2025,Business,GENERAL,604000,604000,0,0,0,313
10714013,10714013,009-331-620,LAND,,568,BAY ST,2025,Business,SCHOOL,604000,604000,0,0,0,314
10714014,10714014,006-120-075,LAND,,566,BAY ST,2025,Business,GENERAL,1199000,1199000,7100,0,7100,315
10714014,10714014,006-120-075,LAND,,566,BAY ST,2025,Business,SCHOOL,1199000,1199000,7100,0,7100,316
10714015,10714015,007-858-205,LAND,,2515,LUDGATE ST,2025,Business,GENERAL,671000,671000,137000,127000,10000,317
10714015,10714015,007-858-205,LAND,,2515,LUDGATE ST,2025,Business,SCHOOL,671000,671000,137000,127000,10000,318
10714017,10714017,018-141-293,LAND,,2550,ROCK BAY AVE,2025,Business,GENERAL,1200000,1200000,1107000,1097000,10000,319
10714017,10714017,018-141-293,LAND,,2550,ROCK BAY AVE,2025,Business,SCHOOL,1200000,1200000,1107000,1097000,10000,320
10714018,10714018,018-423-663,LAND,,570,BAY ST,2025,Business,GENERAL,1380000,1380000,988000,978000,10000,321
10714018,10714018,018-423-663,LAND,,570,BAY ST,2025,Business,SCHOOL,1380000,1380000,988000,978000,10000,322
V07141017,10714021,028-849-582,LAND,,2500,ROCK BAY AVE,2025,Business,GENERAL,3100000,3100000,2683000,2673000,10000,323
V07141017,10714021,028-849-582,LAND,,2500,ROCK BAY AVE,2025,Business,SCHOOL,3100000,3100000,2683000,2673000,10000,324
10715003,10715003,000-934-143,LAND,,545,JOHN ST,2025,Business,GENERAL,2650000,2650000,229000,219000,10000,325
10715003,10715003,000-934-143,LAND,,545,JOHN ST,2025,Business,SCHOOL,2650000,2650000,229000,219000,10000,326
10715004,10715004,001-613-405,LAND,,550,BAY ST,2025,Business,GENERAL,3512000,3512000,11700,1700,10000,327
10715004,10715004,001-613-405,LAND,,550,BAY ST,2025,Business,SCHOOL,3512000,3512000,11700,1700,10000,328
10715007,10715007,004-338-758,LAND,,2525,BRIDGE ST,2025,Business,GENERAL,6033000,6033000,232000,222000,10000,329
10715007,10715007,004-338-758,LAND,,2525,BRIDGE ST,2025,Business,SCHOOL,6033000,6033000,232000,222000,10000,330
,10716002,,OTHER,,2490,BRIDGE ST,2025,Light Ind,GENERAL,313000,313000,79300,69300,10000,331
,10716002,,OTHER,,2490,BRIDGE ST,2025,Light Ind,SCHOOL,313000,313000,79300,69300,10000,332
10716013,10716013,028-916-867,LAND,,401,BAY ST,2025,Light Ind,GENERAL,5808000,5808000,340000,330000,10000,333
10716013,10716013,028-916-867,LAND,,401,BAY ST,2025,Light Ind,SCHOOL,5808000,5808000,340000,330000,10000,334
10716014,10716014,028-828-534,LAND,,439,BAY ST,2025,Light Ind,GENERAL,11374000,11374000,83200,73200,10000,335
10716014,10716014,028-828-534,LAND,,439,BAY ST,2025,Light Ind,SCHOOL,11374000,11374000,83200,73200,10000,336
10717002,10717002,,OTHER,,301,BAY ST,2025,Light Ind,GENERAL,524000,524000,4400,0,4400,337
10717002,10717002,,OTHER,,301,BAY ST,2025,Light Ind,SCHOOL,524000,524000,4400,0,4400,338
10717006,10717006,023-907-673,LAND,,343,BAY ST,2025,Light Ind,GENERAL,10465000,10465000,16600,6600,10000,339
10717006,10717006,023-907-673,LAND,,343,BAY ST,2025,Business,GENERAL,12830000,12830000,225000,225000,0,340
10717006,10717006,023-907-673,LAND,,343,BAY ST,2025,Light Ind,SCHOOL,10465000,10465000,16600,6600,10000,341
10717006,10717006,023-907-673,LAND,,343,BAY ST,2025,Business,SCHOOL,12830000,12830000,225000,225000,0,342
10718001,10718001,003-082-661,LAND,,341,JOHN ST,2025,Business,GENERAL,1950000,1950000,7100,0,7100,343
10718001,10718001,003-082-661,LAND,,341,JOHN ST,2025,Business,SCHOOL,1950000,1950000,7100,0,7100,344
10718006,10718006,009-344-705,LAND,,356,BAY ST,2025,Business,GENERAL,2691000,2691000,1361000,1351000,10000,345
10718006,10718006,009-344-705,LAND,,356,BAY ST,2025,Business,SCHOOL,2691000,2691000,1361000,1351000,10000,346
10718009,10718009,000-076-007,LAND,,326,BAY ST,2025,Business,GENERAL,3408000,3408000,8700,0,8700,347
10718009,10718009,000-076-007,LAND,,326,BAY ST,2025,Business,SCHOOL,3408000,3408000,8700,0,8700,348
10718010,10718010,003-800-628,LAND,,345,JOHN ST,2025,Business,GENERAL,2817000,2817000,826000,816000,10000,349
10718010,10718010,003-800-628,LAND,,345,JOHN ST,2025,Business,SCHOOL,2817000,2817000,826000,816000,10000,350
10718014,10718014,026-644-916,LAND,,2550,TURNER ST,2025,Business,GENERAL,2460000,2460000,967000,957000,10000,351
10718014,10718014,026-644-916,LAND,,2550,TURNER ST,2025,Business,SCHOOL,2460000,2460000,967000,957000,10000,352
V07181011,10718015,028-177-151,LAND,,350,BAY ST,2025,Light Ind,GENERAL,1572000,1572000,7600,0,7600,353
V07181011,10718015,028-177-151,LAND,,350,BAY ST,2025,Business,GENERAL,1845000,1845000,12200,9800,2400,354
V07181011,10718015,028-177-151,LAND,,350,BAY ST,2025,Light Ind,SCHOOL,1572000,1572000,7600,0,7600,355
V07181011,10718015,028-177-151,LAND,,350,BAY ST,2025,Business,SCHOOL,1845000,1845000,12200,9800,2400,356
017-727-588,10719018,017-727-588,STRATA,,460,BAY ST,2025,Business,GENERAL,753000,753000,115000,105000,10000,357
017-727-588,10719018,017-727-588,STRATA,,460,BAY ST,2025,Business,SCHOOL,753000,753000,115000,105000,10000,358
017-727-596,10719019,017-727-596,STRATA,,462,BAY ST,2025,Business,GENERAL,812000,812000,124000,114000,10000,359
017-727-596,10719019,017-727-596,STRATA,,462,BAY ST,2025,Business,SCHOOL,812000,812000,124000,114000,10000,360
017-727-600,10719020,017-727-600,STRATA,,464,BAY ST,2025,Business,GENERAL,812000,812000,124000,114000,10000,361
017-727-600,10719020,017-727-600,STRATA,,464,BAY ST,2025,Business,SCHOOL,812000,812000,124000,114000,10000,362
017-727-618,10719021,017-727-618,STRATA,,466,BAY ST,2025,Business,GENERAL,811000,811000,124000,114000,10000,363
017-727-618,10719021,017-727-618,STRATA,,466,BAY ST,2025,Business,SCHOOL,811000,811000,124000,114000,10000,364
017-727-626,10719022,017-727-626,STRATA,,468,BAY ST,2025,Business,GENERAL,818000,818000,125000,115000,10000,365
017-727-626,10719022,017-727-626,STRATA,,468,BAY ST,2025,Business,SCHOOL,818000,818000,125000,115000,10000,366
017-727-634,10719023,017-727-634,STRATA,,470,BAY ST,2025,Business,GENERAL,788000,788000,106000,96000,10000,367
017-727-634,10719023,017-727-634,STRATA,,470,BAY ST,2025,Business,SCHOOL,788000,788000,106000,96000,10000,368
017-727-642,10719024,017-727-642,STRATA,,474,BAY ST,2025,Business,GENERAL,801000,801000,123000,113000,10000,369
017-727-642,10719024,017-727-642,STRATA,,474,BAY ST,2025,Business,SCHOOL,801000,801000,123000,113000,10000,370
017-727-651,10719025,017-727-651,STRATA,,476,BAY ST,2025,Recreational,GENERAL,812000,0,124000,0,936000,371
017-727-651,10719025,017-727-651,STRATA,,476,BAY ST,2025,Recreational,SCHOOL,812000,0,124000,0,936000,372
017-727-669,10719026,017-727-669,STRATA,,478,BAY ST,2025,Business,GENERAL,812000,812000,124000,114000,10000,373
017-727-669,10719026,017-727-669,STRATA,,478,BAY ST,2025,Business,SCHOOL,812000,812000,124000,114000,10000,374
017-727-677,10719027,017-727-677,STRATA,,480,BAY ST,2025,Business,GENERAL,812000,812000,124000,114000,10000,375
017-727-677,10719027,017-727-677,STRATA,,480,BAY ST,2025,Business,SCHOOL,812000,812000,124000,114000,10000,376
017-727-685,10719028,017-727-685,STRATA,,482,BAY ST,2025,Business,GENERAL,586000,586000,124000,114000,10000,377
017-727-685,10719028,017-727-685,STRATA,,482,BAY ST,2025,Business,SCHOOL,586000,586000,124000,114000,10000,378
017-727-693,10719029,017-727-693,STRATA,,484,BAY ST,2025,Business,GENERAL,552000,552000,119000,109000,10000,379
017-727-693,10719029,017-727-693,STRATA,,484,BAY ST,2025,Business,SCHOOL,552000,552000,119000,109000,10000,380
017-727-707,10719030,017-727-707,STRATA,,459,JOHN ST,2025,Business,GENERAL,471000,471000,62100,52100,10000,381
017-727-707,10719030,017-727-707,STRATA,,459,JOHN ST,2025,Business,SCHOOL,471000,471000,62100,52100,10000,382
017-727-715,10719031,017-727-715,STRATA,,461,JOHN ST,2025,Business,GENERAL,467000,467000,65600,55600,10000,383
017-727-715,10719031,017-727-715,STRATA,,461,JOHN ST,2025,Business,SCHOOL,467000,467000,65600,55600,10000,384
017-727-723,10719032,017-727-723,STRATA,,465,JOHN ST,2025,Business,GENERAL,539000,539000,65600,55600,10000,385
017-727-723,10719032,017-727-723,STRATA,,465,JOHN ST,2025,Business,SCHOOL,539000,539000,65600,55600,10000,386
017-727-731,10719033,017-727-731,STRATA,,467,JOHN ST,2025,Business,GENERAL,350000,350000,65500,55500,10000,387
017-727-731,10719033,017-727-731,STRATA,,467,JOHN ST,2025,Business,SCHOOL,350000,350000,65500,55500,10000,388
017-727-740,10719034,017-727-740,STRATA,,469,JOHN ST,2025,Business,GENERAL,467000,467000,65600,55600,10000,389
017-727-740,10719034,017-727-740,STRATA,,469,JOHN ST,2025,Business,SCHOOL,467000,467000,65600,55600,10000,390
017-727-758,10719035,017-727-758,STRATA,,471,JOHN ST,2025,Business,GENERAL,511000,511000,62000,52000,10000,391
017-727-758,10719035,017-727-758,STRATA,,471,JOHN ST,2025,Business,SCHOOL,511000,511000,62000,52000,10000,392
017-727-766,10719036,017-727-766,STRATA,,473,JOHN ST,2025,Business,GENERAL,461000,461000,65000,55000,10000,393
017-727-766,10719036,017-727-766,STRATA,,473,JOHN ST,2025,Business,SCHOOL,461000,461000,65000,55000,10000,394
017-727-774,10719037,017-727-774,STRATA,,475,JOHN ST,2025,Business,GENERAL,439000,439000,62000,52000,10000,395
017-727-774,10719037,017-727-774,STRATA,,475,JOHN ST,2025,Business,SCHOOL,439000,439000,62000,52000,10000,396
017-727-782,10719038,017-727-782,STRATA,,477,JOHN ST,2025,Business,GENERAL,490000,490000,62000,52000,10000,397
017-727-782,10719038,017-727-782,STRATA,,477,JOHN ST,2025,Business,SCHOOL,490000,490000,62000,52000,10000,398
017-727-791,10719039,017-727-791,STRATA,,479,JOHN ST,2025,Business,GENERAL,438000,438000,62100,52100,10000,399
017-727-791,10719039,017-727-791,STRATA,,479,JOHN ST,2025,Business,SCHOOL,438000,438000,62100,52100,10000,400
025-945-785,10727158,025-945-785,STRATA,P1,300,WATERFRONT CRES,2025,Business,GENERAL,13000,13000,3700,0,3700,401
025-945-785,10727158,025-945-785,STRATA,P1,300,WATERFRONT CRES,2025,Business,SCHOOL,13000,13000,3700,0,3700,402
025-945-793,10727159,025-945-793,STRATA,P2,300,WATERFRONT CRES,2025,Business,GENERAL,13000,13000,3700,0,3700,403
025-945-793,10727159,025-945-793,STRATA,P2,300,WATERFRONT CRES,2025,Business,SCHOOL,13000,13000,3700,0,3700,404
025-945-807,10727160,025-945-807,STRATA,P3,300,WATERFRONT CRES,2025,Business,GENERAL,13000,13000,3700,0,3700,405
025-945-807,10727160,025-945-807,STRATA,P3,300,WATERFRONT CRES,2025,Business,SCHOOL,13000,13000,3700,0,3700,406
025-945-815,10727161,025-945-815,STRATA,P4,300,WATERFRONT CRES,2025,Business,GENERAL,13300,13300,3400,0,3400,407
